Scheduling code,Purpose,Subject,Level,Topic,Tutor,Centre,Classeroom,Capacity,Date (text),Start Time,Date,Timeslot (+2hr),Video Guides,Address,Subject1,Subject2,Subject(Display),Level1,CC Type,Form Question,ConfirmationMsg Template,Form Entry,,,Duplicate class,Remarks,No. Regular S,No. Signups,,Total Signups,No. Confirmed,Total Signups | Confirmed | Capacity,Confirmed Capacity%,Actual Confirmed,Attendance,Conversion,Form Controls,Form Option to Display
Sep CC - Sec<>Sec - Eng<>S1<>Personal Recount<>Matthew<>Marine Parade<>MP-5 (Pri)<>9<>06 Sep (Sat)<>11:15:00AM,Sep CC - Sec,Sec - Eng,S1,Personal Recount,Matthew,Marine Parade,MP-5 (Pri),9,06 Sep (Sat),11:15:00 AM,9/6/2025,11:15AM - 01:15PM,https://bit.ly/3B0iImz,80 Marine Parade Road #07-02 (Parkway Parade) S449269,LSEng,SEng,English,S1,Hybrid,S1 English,S1 English - Marine Parade - 06 Sep (Sat) 11:15AM,[S1 English] Marine Parade | 06 Sep (Sat) | 11:15AM - 01:15PM,,,0,,,0,,0,0,0 | 0 | 9,0.00%,0,0,,Default,[S1 English] Marine Parade | 06 Sep (Sat) | 11:15AM - 01:15PM
"Sep CC - Sec<>Sec - LS Math<>S2<>Congruence and Similarity, Pythagoras Theorem and Trigonometry, Mensuration<>Jacelyn<>Buona Vista<>BV-6 (L2)<>15<>08 Sep (Mon)<>1:00 pm",Sep CC - Sec,Sec - LS Math,S2,"Congruence and Similarity, Pythagoras Theorem and Trigonometry, Mensuration",Jacelyn,Buona Vista,BV-6 (L2),15,08 Sep (Mon),1:00:00 PM,9/8/2025,01:00PM - 03:00PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,LSMath,SMath,Math,S2,CC,S2 Math,S2 Math - Buona Vista - 08 Sep (Mon) 1:00PM,[S2 Math] Buona Vista | 08 Sep (Mon) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 15,0.00%,0,0,,Default,[S2 Math] Buona Vista | 08 Sep (Mon) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - LS Math<>S2<>Congruence and Similarity, Pythagoras Theorem and Trigonometry, Mensuration<>Jacelyn<>Buona Vista<>BV-2 (L3)<>22<>10 Sep (Wed)<>1:00 pm",Sep CC - Sec,Sec - LS Math,S2,"Congruence and Similarity, Pythagoras Theorem and Trigonometry, Mensuration",Jacelyn,Buona Vista,BV-2 (L3),22,10 Sep (Wed),1:00:00 PM,9/10/2025,01:00PM - 03:00PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,LSMath,SMath,Math,S2,CC,S2 Math,S2 Math - Buona Vista - 10 Sep (Wed) 1:00PM,[S2 Math] Buona Vista | 10 Sep (Wed) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 22,0.00%,0,0,,Default,[S2 Math] Buona Vista | 10 Sep (Wed) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - LS Math<>S2<>Congruence and Similarity, Pythagoras Theorem and Trigonometry, Mensuration<>Jacelyn<>Jurong East<>JE-1<>30<>11 Sep (Thu)<>1:00 pm",Sep CC - Sec,Sec - LS Math,S2,"Congruence and Similarity, Pythagoras Theorem and Trigonometry, Mensuration",Jacelyn,Jurong East,JE-1,30,11 Sep (Thu),1:00:00 PM,9/11/2025,01:00PM - 03:00PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,LSMath,SMath,Math,S2,CC,S2 Math,S2 Math - Jurong East - 11 Sep (Thu) 1:00PM,[S2 Math] Jurong East | 11 Sep (Thu) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 30,0.00%,0,0,,Default,[S2 Math] Jurong East | 11 Sep (Thu) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - LS Math<>S2<>Congruence and Similarity, Pythagoras Theorem and Trigonometry, Mensuration<>William Ho<>Kovan<>KO-1<>29<>07 Sep (Sun)<>10:00 am",Sep CC - Sec,Sec - LS Math,S2,"Congruence and Similarity, Pythagoras Theorem and Trigonometry, Mensuration",William Ho,Kovan,KO-1,29,07 Sep (Sun),10:00:00 AM,9/7/2025,10:00AM - 12:00PM,,988 Upper Serangoon Rd #01-16 (Stars of Kovan) S534733,LSMath,SMath,Math,S2,CC,S2 Math,S2 Math - Kovan - 07 Sep (Sun) 10:00AM,[S2 Math] Kovan | 07 Sep (Sun) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 29,0.00%,0,0,,Default,[S2 Math] Kovan | 07 Sep (Sun) | 10:00AM - 12:00PM
"Sep CC - Sec<>Sec - LS Math<>S2<>Congruence and Similarity, Pythagoras Theorem and Trigonometry, Mensuration<>William Ho<>Kovan<>KO-1<>29<>08 Sep (Mon)<>10:00 am",Sep CC - Sec,Sec - LS Math,S2,"Congruence and Similarity, Pythagoras Theorem and Trigonometry, Mensuration",William Ho,Kovan,KO-1,29,08 Sep (Mon),10:00:00 AM,9/8/2025,10:00AM - 12:00PM,,988 Upper Serangoon Rd #01-16 (Stars of Kovan) S534733,LSMath,SMath,Math,S2,CC,S2 Math,S2 Math - Kovan - 08 Sep (Mon) 10:00AM,[S2 Math] Kovan | 08 Sep (Mon) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 29,0.00%,0,0,,Default,[S2 Math] Kovan | 08 Sep (Mon) | 10:00AM - 12:00PM
"Sep CC - Sec<>Sec - LS Math<>S2<>Congruence and Similarity, Pythagoras Theorem and Trigonometry, Mensuration<>William Ho<>Kovan<>KO-1<>29<>13 Sep (Sat)<>10:00 am",Sep CC - Sec,Sec - LS Math,S2,"Congruence and Similarity, Pythagoras Theorem and Trigonometry, Mensuration",William Ho,Kovan,KO-1,29,13 Sep (Sat),10:00:00 AM,9/13/2025,10:00AM - 12:00PM,,988 Upper Serangoon Rd #01-16 (Stars of Kovan) S534733,LSMath,SMath,Math,S2,CC,S2 Math,S2 Math - Kovan - 13 Sep (Sat) 10:00AM,[S2 Math] Kovan | 13 Sep (Sat) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 29,0.00%,0,0,,Default,[S2 Math] Kovan | 13 Sep (Sat) | 10:00AM - 12:00PM
"Sep CC - Sec<>Sec - LS Math<>S2<>Congruence and Similarity, Pythagoras Theorem and Trigonometry, Mensuration<>Ivy<>Potong Pasir<>PP-5<>12<>08 Sep (Mon)<>10:00 am",Sep CC - Sec,Sec - LS Math,S2,"Congruence and Similarity, Pythagoras Theorem and Trigonometry, Mensuration",Ivy,Potong Pasir,PP-5,12,08 Sep (Mon),10:00:00 AM,9/8/2025,10:00AM - 12:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,LSMath,SMath,Math,S2,CC,S2 Math,S2 Math - Potong Pasir - 08 Sep (Mon) 10:00AM,[S2 Math] Potong Pasir | 08 Sep (Mon) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 12,0.00%,0,0,,Default,[S2 Math] Potong Pasir | 08 Sep (Mon) | 10:00AM - 12:00PM
"Sep CC - Sec<>Sec - LS Math<>S2<>Congruence and Similarity, Pythagoras Theorem and Trigonometry, Mensuration<>Chen Fang<>Potong Pasir<>PP-3 (L2)<>14<>08 Sep (Mon)<>1:00 pm",Sep CC - Sec,Sec - LS Math,S2,"Congruence and Similarity, Pythagoras Theorem and Trigonometry, Mensuration",Chen Fang,Potong Pasir,PP-3 (L2),14,08 Sep (Mon),1:00:00 PM,9/8/2025,01:00PM - 03:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,LSMath,SMath,Math,S2,CC,S2 Math,S2 Math - Potong Pasir - 08 Sep (Mon) 1:00PM,[S2 Math] Potong Pasir | 08 Sep (Mon) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 14,0.00%,0,0,,Default,[S2 Math] Potong Pasir | 08 Sep (Mon) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - LS Math<>S2<>Congruence and Similarity, Pythagoras Theorem and Trigonometry, Mensuration<>Ivy<>Potong Pasir<>PP-5<>12<>10 Sep (Wed)<>1:00 pm",Sep CC - Sec,Sec - LS Math,S2,"Congruence and Similarity, Pythagoras Theorem and Trigonometry, Mensuration",Ivy,Potong Pasir,PP-5,12,10 Sep (Wed),1:00:00 PM,9/10/2025,01:00PM - 03:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,LSMath,SMath,Math,S2,CC,S2 Math,S2 Math - Potong Pasir - 10 Sep (Wed) 1:00PM,[S2 Math] Potong Pasir | 10 Sep (Wed) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 12,0.00%,0,0,,Default,[S2 Math] Potong Pasir | 10 Sep (Wed) | 01:00PM - 03:00PM
Sep CC - Sec<>Sec (IP) - Eng<>S2<>Expository Essay<>Antonia<>Tan Kah Kee<>TKK-1<>14<>11 Sep (Thu)<>1:00 pm,Sep CC - Sec,Sec (IP) - Eng,S2,Expository Essay,Antonia,Tan Kah Kee,TKK-1,14,11 Sep (Thu),1:00:00 PM,9/11/2025,01:00PM - 03:00PM,bit.ly/TKK607,607 Bukit Timah Road #02-01 S269708,LSEng(IP),SEng,IP English,S2,CC,S2 English (IP),S2 IP English - Tan Kah Kee - 11 Sep (Thu) 1:00PM,[S2 IP English] Tan Kah Kee | 11 Sep (Thu) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 14,0.00%,0,0,,Default,[S2 IP English] Tan Kah Kee | 11 Sep (Thu) | 01:00PM - 03:00PM
Sep CC - Sec<>Sec (IP) - LS Science<>S2<>Digestive System<>Crystal<>Tan Kah Kee<>CORO-2<>15<>08 Sep (Mon)<>10:00 am,Sep CC - Sec,Sec (IP) - LS Science,S2,Digestive System,Crystal,Tan Kah Kee,CORO-2,15,08 Sep (Mon),10:00:00 AM,9/8/2025,10:00AM - 12:00PM,bit.ly/zenithCORO,"587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707",LSScience(IP),LSScience,IP Science,S2,CC,S2 Science (IP),S2 IP Science - Tan Kah Kee - 08 Sep (Mon) 10:00AM,[S2 IP Science] Tan Kah Kee | 08 Sep (Mon) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 15,0.00%,0,0,,Default,[S2 IP Science] Tan Kah Kee | 08 Sep (Mon) | 10:00AM - 12:00PM
Sep CC - Sec<>Sec (IP) - Math<>S2<>Congruence & Similarity<>E-Lin<>Tan Kah Kee<>CORO-2<>15<>07 Sep (Sun)<>1:00 pm,Sep CC - Sec,Sec (IP) - Math,S2,Congruence & Similarity,E-Lin,Tan Kah Kee,CORO-2,15,07 Sep (Sun),1:00:00 PM,9/7/2025,01:00PM - 03:00PM,bit.ly/zenithCORO,"587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707",LSMath(IP),SMath,IP Math,S2,CC,S2 Math (IP),S2 IP Math - Tan Kah Kee - 07 Sep (Sun) 1:00PM,[S2 IP Math] Tan Kah Kee | 07 Sep (Sun) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 15,0.00%,0,0,,Default,[S2 IP Math] Tan Kah Kee | 07 Sep (Sun) | 01:00PM - 03:00PM
Sep CC - Sec<>Sec (IP) - Math<>S2<>Congruence & Similarity<>Cameron<>Tan Kah Kee<>CORO-3<>15<>09 Sep (Tue)<>1:00 pm,Sep CC - Sec,Sec (IP) - Math,S2,Congruence & Similarity,Cameron,Tan Kah Kee,CORO-3,15,09 Sep (Tue),1:00:00 PM,9/9/2025,01:00PM - 03:00PM,bit.ly/zenithCORO,"587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707",LSMath(IP),SMath,IP Math,S2,CC,S2 Math (IP),S2 IP Math - Tan Kah Kee - 09 Sep (Tue) 1:00PM,[S2 IP Math] Tan Kah Kee | 09 Sep (Tue) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 15,0.00%,0,0,,Default,[S2 IP Math] Tan Kah Kee | 09 Sep (Tue) | 01:00PM - 03:00PM
Sep CC - Sec<>Sec - AM<>S3<>Trigonometry<>Chen Fang<>Bishan<>BS-5 (Sec)<>18<>10 Sep (Wed)<>10:00 am,Sep CC - Sec,Sec - AM,S3,Trigonometry,Chen Fang,Bishan,BS-5 (Sec),18,10 Sep (Wed),10:00:00 AM,9/10/2025,10:00AM - 12:00PM,bit.ly/zenithBISHAN,51 Bishan Street 13 #03-01 (Bishan CC) S579799,SMath(AM),SMath,A Math,S3,CC,S3 A Math,S3 A Math - Bishan - 10 Sep (Wed) 10:00AM,[S3 A Math] Bishan | 10 Sep (Wed) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 18,0.00%,0,0,,Default,[S3 A Math] Bishan | 10 Sep (Wed) | 10:00AM - 12:00PM
Sep CC - Sec<>Sec - AM<>S3<>Trigonometry<>Alicia<>Bishan<>BS-5 (Sec)<>18<>12 Sep (Fri)<>1:00 pm,Sep CC - Sec,Sec - AM,S3,Trigonometry,Alicia,Bishan,BS-5 (Sec),18,12 Sep (Fri),1:00:00 PM,9/12/2025,01:00PM - 03:00PM,bit.ly/zenithBISHAN,51 Bishan Street 13 #03-01 (Bishan CC) S579799,SMath(AM),SMath,A Math,S3,CC,S3 A Math,S3 A Math - Bishan - 12 Sep (Fri) 1:00PM,[S3 A Math] Bishan | 12 Sep (Fri) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 18,0.00%,0,0,,Default,[S3 A Math] Bishan | 12 Sep (Fri) | 01:00PM - 03:00PM
Sep CC - Sec<>Sec - AM<>S3<>Trigonometry<>Xavier Sim<>Bukit Panjang<>BP-2 (JC/SS)<>12<>06 Sep (Sat)<>11:15:00AM,Sep CC - Sec,Sec - AM,S3,Trigonometry,Xavier Sim,Bukit Panjang,BP-2 (JC/SS),12,06 Sep (Sat),11:15:00 AM,9/6/2025,11:15AM - 01:15PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,SMath(AM),SMath,A Math,S3,Hybrid,S3 A Math,S3 A Math - Bukit Panjang - 06 Sep (Sat) 11:15AM,[S3 A Math] Bukit Panjang | 06 Sep (Sat) | 11:15AM - 01:15PM,,,0,,,0,,0,0,0 | 0 | 12,0.00%,0,0,,Default,[S3 A Math] Bukit Panjang | 06 Sep (Sat) | 11:15AM - 01:15PM
Sep CC - Sec<>Sec - AM<>S3<>Trigonometry<>Xavier Sim<>Bukit Panjang<>BP-2 (JC/SS)<>12<>13 Sep (Sat)<>11:15:00AM,Sep CC - Sec,Sec - AM,S3,Trigonometry,Xavier Sim,Bukit Panjang,BP-2 (JC/SS),12,13 Sep (Sat),11:15:00 AM,9/13/2025,11:15AM - 01:15PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,SMath(AM),SMath,A Math,S3,Hybrid,S3 A Math,S3 A Math - Bukit Panjang - 13 Sep (Sat) 11:15AM,[S3 A Math] Bukit Panjang | 13 Sep (Sat) | 11:15AM - 01:15PM,,,0,,,0,,0,0,0 | 0 | 12,0.00%,0,0,,Default,[S3 A Math] Bukit Panjang | 13 Sep (Sat) | 11:15AM - 01:15PM
Sep CC - Sec<>Sec - AM<>S3<>Trigonometry<>Xavier Sim<>Bukit Panjang<>BP-2 (JC/SS)<>12<>13 Sep (Sat)<>7:00 pm,Sep CC - Sec,Sec - AM,S3,Trigonometry,Xavier Sim,Bukit Panjang,BP-2 (JC/SS),12,13 Sep (Sat),7:00:00 PM,9/13/2025,07:00PM - 09:00PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,SMath(AM),SMath,A Math,S3,CC,S3 A Math,S3 A Math - Bukit Panjang - 13 Sep (Sat) 7:00PM,[S3 A Math] Bukit Panjang | 13 Sep (Sat) | 07:00PM - 09:00PM,,,0,,,0,,0,0,0 | 0 | 12,0.00%,0,0,,Default,[S3 A Math] Bukit Panjang | 13 Sep (Sat) | 07:00PM - 09:00PM
Sep CC - Sec<>Sec - AM<>S3<>Trigonometry<>Vegas Low<>Buona Vista<>BV-3 (L2)<>30<>08 Sep (Mon)<>1:00 pm,Sep CC - Sec,Sec - AM,S3,Trigonometry,Vegas Low,Buona Vista,BV-3 (L2),30,08 Sep (Mon),1:00:00 PM,9/8/2025,01:00PM - 03:00PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,SMath(AM),SMath,A Math,S3,CC,S3 A Math,S3 A Math - Buona Vista - 08 Sep (Mon) 1:00PM,[S3 A Math] Buona Vista | 08 Sep (Mon) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 30,0.00%,0,0,,Default,[S3 A Math] Buona Vista | 08 Sep (Mon) | 01:00PM - 03:00PM
Sep CC - Sec<>Sec - AM<>S3<>Trigonometry<>Vegas Low<>Buona Vista<>BV-3 (L2)<>30<>10 Sep (Wed)<>1:00 pm,Sep CC - Sec,Sec - AM,S3,Trigonometry,Vegas Low,Buona Vista,BV-3 (L2),30,10 Sep (Wed),1:00:00 PM,9/10/2025,01:00PM - 03:00PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,SMath(AM),SMath,A Math,S3,CC,S3 A Math,S3 A Math - Buona Vista - 10 Sep (Wed) 1:00PM,[S3 A Math] Buona Vista | 10 Sep (Wed) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 30,0.00%,0,0,,Default,[S3 A Math] Buona Vista | 10 Sep (Wed) | 01:00PM - 03:00PM
Sep CC - Sec<>Sec - AM<>S3<>Trigonometry<>Vegas Low<>Buona Vista<>BV-3 (L2)<>30<>11 Sep (Thu)<>1:00 pm,Sep CC - Sec,Sec - AM,S3,Trigonometry,Vegas Low,Buona Vista,BV-3 (L2),30,11 Sep (Thu),1:00:00 PM,9/11/2025,01:00PM - 03:00PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,SMath(AM),SMath,A Math,S3,CC,S3 A Math,S3 A Math - Buona Vista - 11 Sep (Thu) 1:00PM,[S3 A Math] Buona Vista | 11 Sep (Thu) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 30,0.00%,0,0,,Default,[S3 A Math] Buona Vista | 11 Sep (Thu) | 01:00PM - 03:00PM
Sep CC - Sec<>Sec - AM<>S3<>Trigonometry<>E-Lin<>Jurong East<>JE-1<>30<>13 Sep (Sat)<>9:00 am,Sep CC - Sec,Sec - AM,S3,Trigonometry,E-Lin,Jurong East,JE-1,30,13 Sep (Sat),9:00:00 AM,9/13/2025,09:00AM - 11:00AM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,SMath(AM),SMath,A Math,S3,Hybrid,S3 A Math,S3 A Math - Jurong East - 13 Sep (Sat) 9:00AM,[S3 A Math] Jurong East | 13 Sep (Sat) | 09:00AM - 11:00AM,,,0,,,0,,0,0,0 | 0 | 30,0.00%,0,0,,Default,[S3 A Math] Jurong East | 13 Sep (Sat) | 09:00AM - 11:00AM
Sep CC - Sec<>Sec - AM<>S3<>Trigonometry<>William Ho<>Kovan<>KO-2<>21<>09 Sep (Tue)<>10:00 am,Sep CC - Sec,Sec - AM,S3,Trigonometry,William Ho,Kovan,KO-2,21,09 Sep (Tue),10:00:00 AM,9/9/2025,10:00AM - 12:00PM,,988 Upper Serangoon Rd #01-16 (Stars of Kovan) S534733,SMath(AM),SMath,A Math,S3,CC,S3 A Math,S3 A Math - Kovan - 09 Sep (Tue) 10:00AM,[S3 A Math] Kovan | 09 Sep (Tue) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 21,0.00%,0,0,,Default,[S3 A Math] Kovan | 09 Sep (Tue) | 10:00AM - 12:00PM
Sep CC - Sec<>Sec - AM<>S3<>Trigonometry<>William Ho<>Kovan<>KO-2<>21<>09 Sep (Tue)<>1:00 pm,Sep CC - Sec,Sec - AM,S3,Trigonometry,William Ho,Kovan,KO-2,21,09 Sep (Tue),1:00:00 PM,9/9/2025,01:00PM - 03:00PM,,988 Upper Serangoon Rd #01-16 (Stars of Kovan) S534733,SMath(AM),SMath,A Math,S3,CC,S3 A Math,S3 A Math - Kovan - 09 Sep (Tue) 1:00PM,[S3 A Math] Kovan | 09 Sep (Tue) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 21,0.00%,0,0,,Default,[S3 A Math] Kovan | 09 Sep (Tue) | 01:00PM - 03:00PM
Sep CC - Sec<>Sec - AM<>S3<>Trigonometry<>William Ho<>Kovan<>KO-1<>29<>14 Sep (Sun)<>10:00 am,Sep CC - Sec,Sec - AM,S3,Trigonometry,William Ho,Kovan,KO-1,29,14 Sep (Sun),10:00:00 AM,9/14/2025,10:00AM - 12:00PM,,988 Upper Serangoon Rd #01-16 (Stars of Kovan) S534733,SMath(AM),SMath,A Math,S3,CC,S3 A Math,S3 A Math - Kovan - 14 Sep (Sun) 10:00AM,[S3 A Math] Kovan | 14 Sep (Sun) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 29,0.00%,0,0,,Default,[S3 A Math] Kovan | 14 Sep (Sun) | 10:00AM - 12:00PM
Sep CC - Sec<>Sec - AM<>S3<>Trigonometry<>Kai Wen<>Paya Lebar<>KINEX-4<>30<>08 Sep (Mon)<>10:00 am,Sep CC - Sec,Sec - AM,S3,Trigonometry,Kai Wen,Paya Lebar,KINEX-4,30,08 Sep (Mon),10:00:00 AM,9/8/2025,10:00AM - 12:00PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,SMath(AM),SMath,A Math,S3,CC,S3 A Math,S3 A Math - Paya Lebar - 08 Sep (Mon) 10:00AM,[S3 A Math] Paya Lebar | 08 Sep (Mon) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 30,0.00%,0,0,,Default,[S3 A Math] Paya Lebar | 08 Sep (Mon) | 10:00AM - 12:00PM
Sep CC - Sec<>Sec - AM<>S3<>Trigonometry<>Kai Wen<>Paya Lebar<>KINEX-2<>30<>11 Sep (Thu)<>10:00 am,Sep CC - Sec,Sec - AM,S3,Trigonometry,Kai Wen,Paya Lebar,KINEX-2,30,11 Sep (Thu),10:00:00 AM,9/11/2025,10:00AM - 12:00PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,SMath(AM),SMath,A Math,S3,CC,S3 A Math,S3 A Math - Paya Lebar - 11 Sep (Thu) 10:00AM,[S3 A Math] Paya Lebar | 11 Sep (Thu) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 30,0.00%,0,0,,Default,[S3 A Math] Paya Lebar | 11 Sep (Thu) | 10:00AM - 12:00PM
Sep CC - Sec<>Sec - AM<>S3<>Trigonometry<>Chen Fang<>Potong Pasir<>PP-1 (L1)<>18<>08 Sep (Mon)<>10:00 am,Sep CC - Sec,Sec - AM,S3,Trigonometry,Chen Fang,Potong Pasir,PP-1 (L1),18,08 Sep (Mon),10:00:00 AM,9/8/2025,10:00AM - 12:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,SMath(AM),SMath,A Math,S3,CC,S3 A Math,S3 A Math - Potong Pasir - 08 Sep (Mon) 10:00AM,[S3 A Math] Potong Pasir | 08 Sep (Mon) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 18,0.00%,0,0,,Default,[S3 A Math] Potong Pasir | 08 Sep (Mon) | 10:00AM - 12:00PM
Sep CC - Sec<>Sec - AM<>S3<>Trigonometry<>Alicia<>Potong Pasir<>PP-1 (L1)<>18<>10 Sep (Wed)<>1:00 pm,Sep CC - Sec,Sec - AM,S3,Trigonometry,Alicia,Potong Pasir,PP-1 (L1),18,10 Sep (Wed),1:00:00 PM,9/10/2025,01:00PM - 03:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,SMath(AM),SMath,A Math,S3,CC,S3 A Math,S3 A Math - Potong Pasir - 10 Sep (Wed) 1:00PM,[S3 A Math] Potong Pasir | 10 Sep (Wed) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 18,0.00%,0,0,,Default,[S3 A Math] Potong Pasir | 10 Sep (Wed) | 01:00PM - 03:00PM
Sep CC - Sec<>Sec - AM<>S3<>Trigonometry<>Chen Fang<>Potong Pasir<>PP-1 (L1)<>18<>12 Sep (Fri)<>1:00 pm,Sep CC - Sec,Sec - AM,S3,Trigonometry,Chen Fang,Potong Pasir,PP-1 (L1),18,12 Sep (Fri),1:00:00 PM,9/12/2025,01:00PM - 03:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,SMath(AM),SMath,A Math,S3,CC,S3 A Math,S3 A Math - Potong Pasir - 12 Sep (Fri) 1:00PM,[S3 A Math] Potong Pasir | 12 Sep (Fri) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 18,0.00%,0,0,,Default,[S3 A Math] Potong Pasir | 12 Sep (Fri) | 01:00PM - 03:00PM
Sep CC - Sec<>Sec - AM<>S3<>Trigonometry<>Kason<>Tampines<>TP-3 (main)<>20<>07 Sep (Sun)<>4:00 pm,Sep CC - Sec,Sec - AM,S3,Trigonometry,Kason,Tampines,TP-3 (main),20,07 Sep (Sun),4:00:00 PM,9/7/2025,04:00PM - 06:00PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,SMath(AM),SMath,A Math,S3,CC,S3 A Math,S3 A Math - Tampines - 07 Sep (Sun) 4:00PM,[S3 A Math] Tampines | 07 Sep (Sun) | 04:00PM - 06:00PM,,,0,,,0,,0,0,0 | 0 | 20,0.00%,0,0,,Default,[S3 A Math] Tampines | 07 Sep (Sun) | 04:00PM - 06:00PM
Sep CC - Sec<>Sec - AM<>S3<>Trigonometry<>Zachary Yim<>Tan Kah Kee<>TKK-1<>14<>08 Sep (Mon)<>1:00 pm,Sep CC - Sec,Sec - AM,S3,Trigonometry,Zachary Yim,Tan Kah Kee,TKK-1,14,08 Sep (Mon),1:00:00 PM,9/8/2025,01:00PM - 03:00PM,bit.ly/TKK607,607 Bukit Timah Road #02-01 S269708,SMath(AM),SMath,A Math,S3,CC,S3 A Math,S3 A Math - Tan Kah Kee - 08 Sep (Mon) 1:00PM,[S3 A Math] Tan Kah Kee | 08 Sep (Mon) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 14,0.00%,0,0,,Default,[S3 A Math] Tan Kah Kee | 08 Sep (Mon) | 01:00PM - 03:00PM
Sep CC - Sec<>Sec - AM<>S3<>Trigonometry<>Zachary Yim<>Tan Kah Kee<>TKK-3<>19<>10 Sep (Wed)<>1:00 pm,Sep CC - Sec,Sec - AM,S3,Trigonometry,Zachary Yim,Tan Kah Kee,TKK-3,19,10 Sep (Wed),1:00:00 PM,9/10/2025,01:00PM - 03:00PM,bit.ly/TKK607,607 Bukit Timah Road #02-01 S269708,SMath(AM),SMath,A Math,S3,CC,S3 A Math,S3 A Math - Tan Kah Kee - 10 Sep (Wed) 1:00PM,[S3 A Math] Tan Kah Kee | 10 Sep (Wed) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 19,0.00%,0,0,,Default,[S3 A Math] Tan Kah Kee | 10 Sep (Wed) | 01:00PM - 03:00PM
